"","text"
"1411","aasi abal dibela belain toovo  belanja tllernya gak   respon"
"1412","good"
"1413","tokoa emang mantap"
"1414"," liat barang  favorit scrolklik barang  klik back     cascrol ulang terusterusan"
"1415","pembohongan"
"1416",""
"1417","gak   berbelanja "
"1418"," memudahkan konsumenjoss"
"1419","gacoooorrr"
"1420","nice tokped"
"1421","reques   terhubung  aasi dana bang"
"1422","   "
"1423","voucher ga  digabung h"
"1424","form belanja online favorit   beragam o  memanjakan eli"
"1425","top"
"1426","cashback   cair mending pakai shopee aja "
"1427"," berat aasinya"
"1428","simdan  onya"
"1429","teraya"
"1430","tolong  vouchernya freeongk  dii  bersamaan"
"1431","makasih tokoa  fanssmu"
"1432"," h tokoa karna ga t skrg tnya kebangetan"
"1433","oke deh"
"1434"," tau mengaering   aasi  menanggapi"
"1435"," iriman    samaling lambat  harisekarang i kurir rekomendasi melebihi estimasiestimasi barang  tanggal tanggal  aja  samisisi  beli barang  shoi kurir hematiriman   jakarta   samokoa   menyenangkan ditambah  checkout  beli langsung   keranjangkurirnya bedajadi total harganya bedabeberaransaksi  batalkan karna "
"1436","hmmm  mantatuk beli barang online"
"1437","kasih  "
"1438","bagus"
"1439","kenaekarang ongkirnya  mahal dr oko sebelah ya  emang  teliti  co"
"1440","kenaemakin mengecewakanongkir  mahal  ga bsa  cashbacksklian ongkir lg"
"1441","  menyesal downlod       gratis ongkir  kasih bintang "
"1442","good"
"1443","mantap"
"1444","ga  double vouchermelanggar ketentuan bau melanggar"
"1445","tokoa h  gk   voucher cuakskualitasfitur menurun"
"1446","  lacak t"
"1447","if you make the correct acation  it wont work"
"1448","mantap"
"1449","   ue  kaas     hlemot kadang  memilih uninstall aasi   berat"
"1450","alur komn ribet    yg    barang  samtoksudah  ulasan uk sungguh aneh"
"1451","mudah bngt"
"1452","kasi bintang   semoga faham"
"1453","tolong  tukar  hsa   ajajangan  dikota doang "
"1454","terimakasih tokoa  mudah   transaksi elanjaan"
"1455","bagus"
"1456","ecommerce karya anak bangsa t  aiasi"
"1457","tukar   indomaret lokasi    banget"
"1458","the best  tokoa "
"1459","semenjak voucher gak  digabung dgn gratis ongkir  males blnja  toped"
"1460","ok"
"1461","belanja  rugi  nggak ah dakoin alasan nggaran   nggak "
"1462","gk  login  verivikasi nomer hlikasi mental  udah dicoba berulang kali setiarivikasi i mental  h nih aasi"
"1463","kasih  star biar keliatan liciknya aarya anak bangsa dikasih gratis ongkir    tai batalin otomatis  k tokontola otomatis ngk  lgi gratis ongkir   walah walah nyesal daftarnya  kom ngk   aya oalah kontl otw  ahoaja dah"
"1464"," tokoa  gratis ongkir harga barang k   dacashback  gk    voucher bersamaan gratis ongkir  cashback  biaya aasi  k mengecewakan "
"1465","ya tau   nya"
"1466","lemah"
"1467","jelek  not rekomended"
"1468","tokmakin sampah dah kaya sho   biaya ongkir mahal bgt voucer ga berguna mending beralih  lazada"
"1469","anline yg ng lancar"
"1470","bagas banget"
"1471","  oknum  saingan tokoa  memulit nasabahkonsumen   member go   ulit    akun    ude  go hatihatilah tokoa"
"1472","keren"
"1473","toko ijo d the best kee"
"1474"," gk masuk akal ajah   aain   gbungin ongkir  cashback nya  skrng gk kya dlu  skrang hrus h salah  vocer yg    kbijkn  ani kbijkn yg   ter  olshoa mkin kacau ajah tokah  gw dri tokkbnykn endore artis mknya skrng ongkir  cashback gk   gbungin  "
"1475","voucher  bebas ongkirnya   yg kecewa nihhhh pindah kemana  nie"
"1476","nice"
"1477","mantako a   bayar cicilan"
"1478","good"
"1479","kecewa cashback  diskon    bersamaan  gratis ongkir"
"1480"," kecewa banget  tokoa  yanan  driver gojek yg mengantarkan nan barang    ongkir tambahan    mengantarkan barang nya  sesuai titik maan   alamat   tulis diinvoice   driver bilang kalo   kasih biaya tambahan barang nan   diturunkan dijalananan sikaa   tokoamengecewakan "
"1481"," coba"
"1482","akasi a inikok bagus "
"1483","praktis   ue"
"1484"," membantu"
"1485","  i cobacoba ajahdan semoga  mengecewakan"
"1486"," toko toko didalamnya ga  bagus   tanggung   costumer nya  karna nan    beberaari  tanggal estimasinya  k toko  notif  costumer  alasan jne    k costumer uda ajukan kom"
"1487","penyedia jasa iriman ngk recomen bangetdri sanan smngiriman lambat"
"1488"," membantu"
"1489","krg suka   tambahan biaya aasi   ue terusyrus  rutin ute tialan nambahi beban h"
"1490","gilaaaa  barang nyamarna  komn dlu   estimasi barang  yg jelek sebulan hamsemua orderan komn mulu jelek bgt tountuk   aasi   buruk karna tanau aakun  ga  denefit o   kaian wajar beli   tari k tokmencatat    yg melanggar ketentuan   solusi  k toknya "
"1491"," terhubung"
"1492"," belaja   teraya"
"1493","sayang cod nya dibatasi"
"1494"," o nya  banget   orenn looanget ama "
"1495","aasinya   buruk sy  tokped tahunan   belanja on line  usaha jualan semenjak update teruskinerjakualitas  promocashback  cod jd gak karuan  gak   kean pelanggan  prioritas sy pemakai hp oppo af ue terbaru   terinstal  gmn cs  skarang pembayaran cod jarang  giliran  promo diskon ongkirsdgkan  iklan posting penjual bebas ongkir  ga   pake bersamaan bebas ongkir  cod payah"
"1496","jos"
"1497","mantap"
"1498","esnya gam  ceerimakasih tokoa"
"1499","mantap"
"1500",""
"1501","keren"
"1502","mudah aasinya"
"1503","oke  membantu"
"1504"," mengecewakan"
"1505","tolong  nominal cod nya  tulis dilembar resi jugajadi t    bingung buka aasi beraang   bayar"
"1506"," aman  nyaman"
"1507","keren"
"1508","bagus"
"1509","kecewa  kebijakan   ngga   voucher gratis ongkir  voucer "
"1510","ok"
"1511","mantas"
"1512","bebas ongkir  cashback  bs dii  bersamaan   slh  nilai  dibanding brand sebelah loh "
"1513","bebas ongkir omongkosong  tbhan biaya transaksi hadehh  mahall"
"1514",""
"1515","ayaran mudah  teraya"
"1516","tokoa ongkir ya mahal banget  k bebas ongkir gak bayar taekarang bayar x limeskisudah k bebas ongkir uninstal tokoa"
"1517","aasi  esional   bermutumerugikan sayaterlebih elian terakhit hcara tukartambahpayah"
"1518","sampah"
"1519","mantaapp"
"1520","ko ga   buka tokoanya"
"1521","ulasan   hilang walaudihatetaya     kecewa fitur  mengakibatkan voucher   teri  beralih  aebelah bye tok"
"1522","transaksi cepat"
"1523","erorr   masuk akun "
"1524","  cod  ku kasih bintang "
"1525","ok"
"1526","maaf utk iriman barangnya  lambat jarak  maujauh samya tetahari ga sesuai namanya sice  males  belanja   lbh   sebelah aja barang samlbh cewalaugratis ongkir"
"1527","server  down"
"1528","malesin"
"1529","torgotop"
"1530","gk si orange gk si hijau ongkir   udah   ulit skrg mending ah  si biru  ongkir murah dn byk diskon cashback "
"1531"," ue ue    lambat berat  jaringan bagus hm gb tolong diaiki yg simsaja biar enak  cepat"
"1532","bagus sih aya cuman nggk tau gmna  menarik  eli"
"1533","kecewa gratis ongkir  voucher  dih"
"1534","kecewa aja dgn sistem nya"
"1535"," coba dl"
"1536","perfect"
"1537"," parah  voucernya  aasi "
"1538","oi admin tokmana nih hadiah ga       samjugaemng hadiahnya gk seberai   hak  mohon kejelasannya   janji  seceya   samsaat    terima  "
"1539"," mengecewakan  beli  t  isi  x r  r rusak    refund    toko recomended "
"1540","orma"
"1541"," cepat"
"1542","kak tolong   gratis ongkir  tanggal  minimal elinya   ribu balikin   ribu  aja   bingung  in beli barang   harganya dibawah  ribu tayaratnya   ribu  bingung sisanya  dibeliin "
"1543","bikin caenangan  udh tlp    ajh"
"1544","kebijakan barunya  sei  ya bebas ongkir  cashback  dijadikan han   kalo belanja   tokttelah  ue  mengecewakan   ah  toko sebelah deh  dibikin  murah biar hemat  dibikin  mahal hadeh h kalo  rating bintang  aja sy  kasih rate bintang "
"1545","kenaok gak  ayaran  ovo ater"
"1546","    gak menarik    tokoa   platinum gak merasakan abenefit  membershib   gajelas  bebas ongkir gabisa digabung  kuo cashback  biaya layanan gak tau ya   akunya aja  udah  target marketnya  bye bye tokoa terima kasih     e commerce han    dah mengurangi intensitas berbelanja  tokoa    worth it  gak menarik"
"1547","kebijakan terbaru   menggabung cashback  free ongkir  kebijakan terburuk   memakai tokstrategi yg  tesasaran"
"1548","coba "
"1549"," ama beli  tokoa"
"1550"," kecewa  tokoa  uma  i gratis ongkir taidak   o tolong  kembalikan sei "
"1551","  suka krna atalan   klo   etujuan ualksaan donk namanya  ordersaya tunggu   go  resirimansaya ajukan atalan   tolak k tokotokoa    hhhhhhhh mending aq ah   az lhq tinggalin tokoa q yg  member goldbye tokoa"
"1552","bagus"
"1553","emang cesih ngirim barangnya taendalanya  kota  gak  bayar cod  malesnya tiajan  ngisi  godan  "
"1554","terbaik  kalangan toko online  nya"
"1555","aasi kurangg akurat tolong diaiki "
"1556","udah  ue  h bangetcasback ilang lgi ilang lagilan ga  bgt jawabannyalama males tokoa"
"1557","ha yg ambil no  akun toko a  non aktifkan susah butuh bantuan  toko a care ngga  tokngga  no cs aasi ngga "
"1558","kenaesanan  kurir gojek same day  sulit ulau   manfaat  kean nggan   tiadakan gojek same day    langganan  eli  berlangganan terkesan  abaikan"
"1559","apik"
"1560","matap"
"1561","bagus"
"1562","belanja   menyenangkan"
"1563","ok"
"1564"," gimana seh masak  order  jakarta barat aja   kurir mendukung yg bener aja toabis ue  ngaco"
"1565","halo admin tokoacoba dengarkan keluhan temen      komen   setuju  kebijakan    berubah rubah  tokoa    sei  tandanya eli  ual"
"1566","  tobeberaahun   taejak  turan yg  memilih bebas ongkir ato cashback  mengecewakan"
"1567","mudah transaksinya"
"1568","ok"
"1569","pelayanan markete buruk"
"1570","vocer diskon gabisa digabung"
"1571",""
"1572","kecewa  indungan konsumen  beli hcond  ha rusak    retur  ual    cek  service center ebab rusaknya    indikasi human error  disebabkan   info  service center    daelaan  tokoa   ham   solusi   beli hkas  tokoa klo rusak gak daelaan"
"1573","fake diskon"
"1574"," daftarin nomor  gak   keterangan  terdaftar  akun   gak  banget     makai akun tokitu samakun udah inum   mending ah  aasi  dah  gak  banget sungguh kecewa"
"1575","gaisa login an"
"1576","mantap"
"1577","jemuntuk yanan"
"1578","gk jls bngetbeda  sxxxxe yg kuat modal"
"1579","semoga o gratis ongkir  o cashback  digabung "
"1580"," suka baget  membantu"
"1581","mntap"
"1582","  belanja alat komr   asik i tokoa taekarang  asik   lari  toko orange aja maaf bintang berbicara"
"1583"," keren     tokoa kebanggaanku"
"1584","kecewa  layanan komn uk dana yg direfund tdk utuh"
"1585","siya catat"
"1586","bagus banget  beli barang ihiy"
"1587","bagusss"
"1588","ngiklan dimana  tagga  diskisemoga mati ketabrak "
"1589","bagus"
"1590"," bagus tokoa"
"1591"," bahan  tosekarang  biaya transaksi   casbackongkir gk bs digabung "
"1592","aasi  ng  koleksi nya  bagus bagustop"
"1593","transaksi nya lancares karan kode voucher nya  "
"1594"," terang kebijakan tokoa menjadikan ngan ongkir  bebas ongkir  voucher cukumberatkan  sy adi  sy  ual eceran  mengandalkan untung ualan sy   mengharauntungan  cashback barang  sy order taemenjak k tokoa menjadikan ngan ongkir  voucher menjadikan sy dilema  memilih  cashback  ngan ongkir tolonglah k tokoa  terhormat memimbangkan  kebijakannya"
"1595","rugi banget  beli a  nya kaya  lg yg enak  langsung dibeliin lg a    ribet "
"1596","pengguna tokoa bertahun   dibilang langganan semenjak  kebijakan  dimana voucher cashback    gabung  bebas ongkir  kebijakan   berhenti  tokoa menyesal    seller biaya bebas ongkir  ongkir      tokoa bangkrut kalo gini "
"1597","anneh"
"1598","foto barang elit pas nyamulit"
"1599"," tunggu mass"
"1600","belanja  mudah   efisien"
"1601","kenaaya   komn  barang  "
"1602"," seneng ditokinibanyak banget o  gue dasebagai inum"
"1603","tokemang  menjaga harga"
"1604","  cetermasuk embalian danayg batal beli"
"1605","lp"
"1606","bagus lengkap"
"1607","mantep"
"1608","tohh yg  mah beng"
"1609","xx fc cv cd z f  x x dr"
"1610","udh males belanja  udh harga mahal free ongkir min benlanja rbu inibdi   biaya transaksi  gak kebayang  ual toudh adminnya gede    susah jualan gara    tambahan biaya transaksi yg  eli  kabur  toko sebelah"
"1611","nice"
"1612","ok mantabanget"
"1613","tokoa ok bngt mndukunv   kebutuhan"
"1614"," dtng ny"
"1615","ga  double voucher"
"1616","awesome"
"1617","mantab"
"1618","  kecewa  kebijakan tokoa    sesuai hara"
"1619","baguss hamsemua uk "
"1620","kecewa  gratis ongkir  cashback tdk  dii bareng"
"1621","aasi konyolgk dao  uda belanja jt an uda   semoga menyusul sei toko sebelah hancur  nganan admin dkk"
"1622","terbaik"
"1623","kurir rekomendasi  telat"
"1624","    i o"
"1625","   berlangganan to ttuk  kecewa   kebijakan  yg gabisa i gratis ongkir cbvoucher  bersamaan parah bgt si"
"1626"," memuaskan"
"1627","aasi tiini tulisannya  tokonya   bebas ongkir     cek ongkirnya  mahal  harga barang"
"1628","mantap"
"1629","good"
"1630","bagus"
"1631","mantan p"
"1632","jos"
"1633","oiy kenaih    nge lag  aa"
"1634","hatihati  belanja  tokoa  beli kiangin   tokonya dikirim taak dikasih balingbalingnya coba aisa dii  kiangin gak  balingbalingnya  riturkan diulit  t resolasi tibatiba nomor resi digagalkan chat   tokoa taak  ngasih solusi nomor teleyang  dihubungi  nggak a  server    nggak  nomor telesekarang uangku  hilang tokoanya nggak beres tokonya  jual "
"1635","   bagus"
"1636"," dah  make nih aasi taaru kali  kecewa    ue      n barang  barang dah siarir nya   ambil  tuh barang nya"
"1637","promonya u "
"1638","cepat"
"1639","easy and hell solution"
"1640","yoi"
"1641","sla    investigasi komnan  serius customer  menunggu    customer luaka tokoa untung sla  atu  berbisnis  meremehkan customer "
"1642","good"
"1643","sue gwe ratusan juta beli  tok taashback   gwe i  sepi"
"1644","tolong  kolom ulasan  jasa iriman   evaluasi"
"1645","mantap"
"1646","kecewa  toksaldo gosaya hilang akibat transaksi    lakukan   komn nunggu berhari   jalan keluarnya saldo   dadikembalikan  komn  k gojek   k gojek menyuruh    komn  k tok   ikhlas  saldo  tetaebih kecewa  tokmembilang   toa  kehilangan saldo    ah toa  tok"
"1647","kenaibatiba otomatis  batalin transaksi nya   ga ngelanggar "
"1648","kenai tokoa    biaya biaya biaya transaksi biaya cod  gak nyaman belanja  tokoa   aja lazada    murah    biaya biaya tambhan"
"1649","alhamdulillah t tokoa  onya"
"1650"," bagus"
"1651","kurir nya "
"1652","sy br menjajal belanja  tokoa trmksi "
"1653","tosekarang dah tmahal ongkirnyahan iriman  dibatasicashback  nggan  hamtak adajauh berbeda    i tosekarang    belanja dilasebelahkarena tetansisten waran yg menarik"
"1654","belanja kom  mudah"
"1655","mantab"
"1656","its ok"
"1657","keren "
"1658"," bikin akun ko ga    aja  vikasi  no h  didaftar dimna"
"1659","aasi   membantukerentransaksi samsemua notifikasi  detailakurat    kasih bintang "
"1660"," ram   tokoa layanan komn  cs layanan first service  nggan plus  jam   menit komn  cs tokoa care   res parah"
"1661","kalo bikin kebijakan suka ngadintar kalo  tinggal nggan nanges"
"1662","aasi ok"
"1663","mudah  aman belanja  tokoa"
"1664","bagus"
"1665","mantul"
"1666"," kasih saran yaahatuh kurir rekomendasinya tokbikin t   nyamya tokopedia pepek"
"1667","trma kasih toko a  membantu  mengambil tihan  erja pelatihan yg dangat bermanfaat  "
"1668","toko  membantu barang yg  cari     juta tdk  cod  tdk  bebas ongkirnya"
"1669","transaksi ce  mantaap"
"1670","good"
"1671","good aasi"
"1672","bagus"
"1673","ecommerce han  dlm berbelanja online"
"1674"," iriman gratis ongkir  kurir rekomendasi       voucher cahsback  dadigunakan   voucher gratis ongkir"
"1675","good job"
"1676","udah nelanja  ribu tetana ongkir alasan berat barang melebihi syarat ongkir  cmn  kg  memangnya beli ikan teri beratnya ringan  ga niat ksh gratis ongkir mending gausah kasi"
"1677","good online shoash sale g ah kebagian edit membaca keluhan   todi review sy jg merasakan yg samaskrg belanja do tosgt mengecewakansy  dr  toadatolong kembalikan tosei  "
"1678","ok"
"1679"," barang yg  n sesuai sfikasi yg  butuhkan  tewaktu"
"1680","gratis ongkir gak  h kurir k tokyg nentuin kurirnya slalu antaraja klo  jembarang situkang cancel  aja toki kurir  klo gue mah udah gue buang tuh kurir  lg  sameday sam  kocak tuh kurir"
"1681","mantap"
"1682","good"
"1683","lengkarang sesuai nan gak ribet  yg ing cesamdi alamat san"
"1684","status iriman stuck  gudang t   tindak "
"1685","serba mudah dlm elanjaan onlien barang terjamin"
"1686","tingkatkan orma stabilitas akurasi kecen akses keamanan  fitur aasi"
"1687","mantap"
"1688","pembelian tihan erja  berhasilsemoga sertifikat nya lekas turunterimakasih"
"1689","trimakasih toko a  membantu"
"1690","sayang  jasa kurir cod nya  si cejasa kirim terburuk yg ah   seang   nya iriman  jnt     sicebisa sam "
"1691","mantanyak free ongkir"
"1692","mantap"
"1693"," bagus mudah   elian tihan erja  merekomendasikan aasi "
"1694","semoga aja membantu     belajaa gratis   o o murah murah"
"1695","mantulll"
"1696","terimakasih toped"
"1697"," membantu"
"1698","   member gold pengiriman nan  lambat  esnyalebih cetoko sebelah"
"1699"," ss"
"1700","siipp"
"1701"," cepat"
"1702","tokoa  h  komn ga  respon"
"1703","aasi   membantu  rasyah rasyid  tinggal menunggu dirumah ga repot"
"1704","gw beli okberasa ga ritas gt yak irimannya lamaaa bet kurirnya ga ky  toko sebelah  sat set gitu"
"1705","biaya asuransi  mahal  komtor cod    toko  menyediakan"
"1706","tokng diskon kya yg iya   nis    nan  tolak"
"1707","mantap"
"1708","belanja  mudah "
"1709"," kecewa belanja  tok  hangus  dii belanja digabung  freeongkir sungguh gak masuk akal"
"1710","sampah"
"1711","  bayar  saldo toko a barangnya gx nyamsaya liat  nannya ilang transaksi jg ilang "
"1712","iya"
"1713","cedan berguna"
"1714","memudahkan dlm menyelesaikan  "
"1715","bagus"
"1716","males ah  gratis ongkir kalo bayar  ayaran k toko to"
"1717","aasi mantap"
"1718"," "
"1719"," "
"1720","bintang  dululah udah beberaahun  tokgak ah  yg  taalah       kebijakan   bikin kecewa gratis ongkir   mehong  voucher gak   bersamaan  buyer    daerah sulawesi gratis ongkir cukumbantu  taini kebijakan tokmalah bikin  malas belanja onlen  tok  ngingetin aja  samaingan sebelah ngambil kesemn  kelalaian kebijakan    berk "
"1721"," udah males sih  jarang belanja gak pernh  ditokped   udah gak  cashback   ovo point    "
"1722","gak ribet mantap"
"1723","memudahkan"
"1724","tokoa  ongkos kirim  mahal"
"1725","ga sei yg diosikan"
"1726",""
"1727","kecewa kebijakan barunya    aja  customer yg "
"1728",""
"1729","ecommerce terbaik"
"1730","bnyak yg ngeluh ya dgn kebijakan yg   bun  i tokudh  bgt beli jga lumayan  karna  jualan jdi  beli  tokdari tmain takrg jdi sebel ya gbsa i free ongkir  ambil cbnya pdhal sneng bgt  tokkarna mudah   free ongkir  dacashback takrg gbsa  biaya transaksi   ga gtumana skrg kalo kirim t  bgt  beli selasa kamis sore udh samkrg sabtuahad bru samolong "
"1731","payah nggak kaya toko online sebelah yg  ngasih voucher gratis ongkirnya    agi   barutaisini   nggak  kebijakan  "
"1732","mantap"
"1733","sdh    i voucher gratis ongkir  cashbacknya  slh   am tok  gk  ing"
"1734","manta tokukses "
"1735","semenjak  member inum benefit   agi  kebijakan  sei biaya transaksi free ongkirongkir   voucher cashback     bersamaan pdhl beli aselalu tojd han utama lyat kedeaja kalo benefit  berkurang mgkin  memimbangkan markete "
"1736"," keluhan fitur cod  situs  tam permudah   buyer belanja mohon bantuannya  diulit buyer belanja"
"1737","tokoa u arui versi utk android  lemot   utk transaksi"
"1738","ga "
"1739"," k develomenyediakan  bayar cicilan langsung  tokoa   ntara"
"1740"," kecewa  toped"
"1741","ongkirnya mahal   "
"1742","adihhh bego nya cari vape  susah ya "
"1743","ok sih lumayan  o"
"1744","tokkacau kalo rikan dana butuh  yg rada menunggu  coba  evaluasi daaa"
"1745","mantab"
"1746","   aman"
"1747","aasi  bagustingkatkan  yanan nyaterimakasih"
"1748","kenaembayaran  bri  aikan muluu"
"1749","tumbuh  buruk"
"1750","oke bos"
"1751","dl jd andalan krn  tgl  blj rb aj dh bsa free ongkir trs msh oke  ganti jd minim blanja rb bru freeong eh  ksini ongkir mkin mahal  dah ktambahan biaya transaksi eh trnyata  kesini lagivcr cashbackdiskon ngga  d  sm bebas ongkir  jd gmna  udh bnyak  yg kecewa nih balikin kyak dl lg aja minimal vcr casbackdiskon tta dgabung sm bebas ongkir sy ubah rate nya kl dh lbih oke  gunanya"
"1752","selamat  bintang satunyamari   aasi sebelah"
"1753"," masuk  aelum daftar  eh udah eror"
"1754","murah a mahal banget barangbarangnya  tokoa "
"1755","za bh hu za z a ibuu u sz uu yg yy"
"1756","mantapp"
"1757"," h loe toped"
"1758","  ue  nggk   transaksi sayang  yanannya tdk  "
"1759","kecewa berat semenjak voucher cashback g  digabung ama free ongkir aneh bin ajaib"
"1760"," ce trg gratis ongkir sm casbacknya gak bs dgunakan smkuya skrg jg "
"1761","kalo bermasalahnya aja ga ah solved"
"1762","kenani koq diarui trs  jd jelek ya kl  kehalaman    dr teratas trs jd kl  lihat halaman yg  nya jd hilang cadehh"
"1763","semenjak  ue  nglag terusss  l sblmnya    aja"
"1764","ga enak fitur cashback ga  dibarengin  gratis ongkir ky "
"1765","moantap"
"1766","   bagus"
"1767","bintangnya turun nih   kasih bintang     iriman hoax bilangnya same day bayar  mahal barang re order eee  datangnya  lambat  elian ama toko bilang   tokoa  tokoa bilang maslaah  volume  barang dah  ding  toko    re order"
"1768","good"
"1769"," mendakendala  iriman"
"1770","still da best"
"1771","ue  udah gabisa cashback  gratis ongkirnya  udah berlangganan plus"
"1772","top"
"1773","aasi kesayangan  checkout   barang x   force close  gak menyimdata ulangi gagal  ulangi gagal  tolong diaiki"
"1774","kalo bermasalahnya aja ga ah solved"
"1775","ok"
"1776","tdk bs i voucher bebas ongkir  casback"
"1777","sistem codnya diaiki  cancel ga bisabrg  kl ga dibayar ya kasihantoko skg  bnyk yg gak amanah kyk ngejar barg rusak  gak sesuai nan  terjadimau dituker gak sebanding dgn ongkirkbnykan yg gak sesuai nan males  nukernya lagimembuat kecewa gimana kl sistem irimannya  dicek dahulujika sesuai bayar  tdk balikin ketokonya biar konsumen tdk dirugikansistem cod"
"1778"," membantu"
"1779"," h banget "
"1780","ribet hrs ue melulu"
"1781"," membantu"
"1782","bru blm  okrada ribet kebijakan nya  ajamisal klo gratis ongkir ga  drod klo mo dro ttna ongkirhadeh udh gtu freeong  kya ayaran tetentu"
"1783","mantap"
"1784","good"
"1785","semoga transaksiku lancarlancar "
"1786","good game tokoa merusak    seenak jidat ubah turan    menggabungkan ongkir  cashback   naif caramu   bagus  bikin hancur   pantes ekonomi goto menukik"
"1787"," biaya layanangratis ongkir ga   bersamaan  kucashbackjd iklan bebas ongkir  cashback  boongan ya"
"1788","terima kasih  tokoa sya  membeli   erja"
"1789","proses embalian dana  jelaslangsung   es  ang samhari     kejelasannya"
"1790","gratis ongkir  voucher cashback  h salah "
"1791","good"
"1792","  h ruya aasi inijadi mengerikan  i aasi  "
"1793"," bagus"
"1794","bagus"
"1795","very god"
"1796"," membantu berbelanja  tokopedia smoga sukses  lancar   abg   kurir nya"
"1797"," bagus"
"1798","vocer  diskon gratis ongkir nya  bagusin lg   kya online sho    t mentang udah  sukses bnyak natnya"
"1799","  onya  t"
"1800","   komn ud video unboxing tibatiba      mb"
"1801","mudah dlm berbelanja n diaya"
"1802","mantab"
"1803","bagusmantab"
"1804","tokoa jancccookkk emang gk  login bangsaddd"
"1805","beberaali belanja cashbacknya ga masuk udah hubungin tokoa care ga  respon"
"1806","bagus"
"1807","so far so good"
"1808","aasi keren  o"
"1809","malesin ya skrg  tongoahahhaha  fiks  yg laen aja yg gratis ongkir   gabung wkkwkwwk"
"1810","cok to iki su raiso login ngango nomer hiso ngengo akun google"
"1811","tiambayaran  biayanya"
"1812","udah to gobiar   voucher tlah gagal  embalian dana goterus  voucher udah hangus sam kali teteah gitu voucher ilang    o voucher tbisa   dikembaliin  dana nya tucher hangus"
"1813","ga  komn ga  milih metode ayaran"
"1814","kacau ga  indungan  konsumen sekalibarang kacau komn ga  dana  teruskan  ual hadeuhh toga aruh  member"
"1815",""
"1816"," cedikirim ya"
"1817","ongkir  wilayah kaltim  mahal "
"1818","o bebas ongkir   o  kecewamaaf kasih "
"1819","  ue   lambatgambar nya lambat  munculnya"
"1820","bagus  membantu"
"1821","bagus"
"1822","mantap"
"1823","sy coba "
"1824","hg"
"1825","belanja  sesuai sk  cek out i  cek casbcak   barang samselesai cashback hilang pembohongan  penipuan  min"
"1826","gak suka   tokoamending  uninstal"
"1827","mantap"
"1828","layanan terintegrasi"
"1829","proses iriman  cepat"
"1830"," memakai aasi toko a  bisauntuk belanja "
"1831","nnkkkkjrjiryygtrlkejvrjrkikeiiekykjjrhjjghvh"
"1832"," aasi  aja"
"1833","sngat bgus"
"1834","parah dah gokoin ga  dii   transaksi"
"1835"," kasih o donk"
"1836","nyesel  uejadi lemot   ue  unistal dahhh"
"1837","alhamdulillah "
"1838","okk"
"1839","good luck"
"1840","aasi keren  k  "
"1841","      duitnya"
"1842","kebijakan codvouchergratis ongkir  kalah loyal dgn shoogmna   han yg utama tuk berbelanja klo kyk gituhsemakin diaya  buruk kebijakan yanan yg "
"1843"," nyaman "
"1844","iriman  es "
"1845","nih   yg pake toped layanan plus  saranin jgn krna layanan plus terkadang lbh mahal dr non plus pdhl  dlm kota klo  gw upload bukti udh gw upload skg"
"1846","kecewa      ud foto reseat taiturnya  gagal download"
"1847","tokoa  maju gratis ongkir nya jgn  hilangkan yaa"
"1848","layanan tokoacare khusus dnbagian riman  samnya"
"1849","hai to dlm   terakir sgt  kemuduran dlm sisi elsi  beban biaya  nambah  barang  lost  telat ah totidak evaluasi  "
"1850"," tokberat   buka  android ram  gb   sroll liat barang bikin nge lag"
"1851","kecewa dgn kebijakan   tokgratis ongkir  kesbek udah ngga bsa digabung  kecewa  siaitinggal  customernya"
"1852","uninstall"
"1853","oke"
"1854","  si tokoa gajelas seller jualan  nyari duit  nyari rumit bisabisanya seller narik dana ualan dana tertahan disuruh nunggu     ga caircair  orang jualan jujur  licikin     jualan online mending utamain shodeh    aasinya   enak  lihat  rumit   menjelekan taenyataan"
"1855","mantap"
"1856","udahngisi taelum terhubung golivin"
"1857","mantakses slalu"
"1858","ok"
"1859","semoga  "
"1860","kembalikan gratis ongkir tanyarat"
"1861","mari  tinggal aasi tokoa  kesini  h gak kayak duludah gak  diskon rb lagivocher      bersamaan"
"1862","promonya dibagusin lg  si gunaan voucher  bersamaan  biaya transaksinya mohon diha tks"
"1863","good"
"1864","gila  sih aasi belanja online ng jelek    status iriman barang  ue  ual  dikiriman  k kurir tatatus iriman  ue jelek banget ah aja  shopee"
"1865","udah ngga asik toknak belanja  tiktok "
"1866","gini  tokskrng aiki  ramnya "
"1867"," memuaskan belanja  tokoa"
"1868"," membantu "
"1869","recommend nih"
"1870"," transaksi  tokoa   biaya transaksinya ditambah voucher ongkir  cashback  dadi  bersamaan  kesini  mengecewakan ditambah k ekssi  buruk  barang hilang barang  samaibilang  diterima eli   ng  iriman lambat"
"1871","manta"
"1872"," belanja aja reribet  ud ktp  selfie hadeuh apk yg  gak gini   "
"1873","masok dik"
"1874","mantaeudahteraya"
"1875"," bagus bgt "
"1876","udah bnyak biaya  "
"1877","bayar  dacasback  taidak berhasil  cek  kunya    bikin harau  yg bikin males  to  dikit   member gold "
"1878","tokoa  cashback  berlaku  bebas ongkir ani       jelek kualitasnya agi   ngkat  ga sesuai  osi nya  bilang  bonus cashback dll tiaansaksi kena     ga  isi gokena  transaksi  gokena  pake kartu kredit kena   ga      nov  dacashback  keterangan  berlaku  bebas ongkir iklannya bebas ongkir taonk"
"1879","nyaman aja"
